AB_category	sample	sum_abund	f_groups
Zinc (Zn)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_40P	1.59886317143414e-09	biocide and heavy metal resistance
Zinc (Zn)	61_106_20121101_FRAG_BC_61_106_F3_98	1.92465006311643e-09	biocide and heavy metal resistance
Zinc (Zn)	SRR413760merged	2.28867636084358e-09	biocide and heavy metal resistance
Zinc (Zn)	SRS013687	6.07283643333976e-09	biocide and heavy metal resistance
Zinc (Zn)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T26	3.83708937479937e-10	biocide and heavy metal resistance
Mercury (Hg)	105_117_3_20111028_FRAG_BC_105_117_3_F3_106	1.08176727276957e-08	biocide and heavy metal resistance
Mercury (Hg)	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_313	2.79129924209853e-09	biocide and heavy metal resistance
Mercury (Hg)	185_210_20111102_FRAG_BC_185_210_F3_185	4.77423078620036e-08	biocide and heavy metal resistance
Cadmium (Cd)	185_210_20111102_FRAG_BC_185_210_F3_191	1.45433196882186e-09	biocide and heavy metal resistance
Mercury (Hg)	185_210_20111102_FRAG_BC_185_210_F3_191	5.35023798875098e-10	biocide and heavy metal resistance
Zinc (Zn)	185_210_20111102_FRAG_BC_185_210_F3_191	2.61354648943791e-09	biocide and heavy metal resistance
Mercury (Hg)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_16P	3.62248506187849e-08	biocide and heavy metal resistance
Mercury (Hg)	261_268_20111115_FRAG_BC_261_268_F3_263	3.12641159220789e-10	biocide and heavy metal resistance
Cadmium (Cd)	280_287_20111115_FRAG_BC_280_287_F3_286	1.61152254988158e-08	biocide and heavy metal resistance
Mercury (Hg)	280_287_20111115_FRAG_BC_280_287_F3_286	3.04497345298268e-09	biocide and heavy metal resistance
Zinc (Zn)	280_287_20111115_FRAG_BC_280_287_F3_286	2.32877535007118e-08	biocide and heavy metal resistance
Mercury (Hg)	61_106_20121101_FRAG_BC_61_106_F3_73	2.55476012704897e-10	biocide and heavy metal resistance
Mercury (Hg)	61_106_20121101_FRAG_BC_61_106_F3_76	1.47396247698227e-07	biocide and heavy metal resistance
Cadmium (Cd)	kazan5500_2014_03_31_1_L01_23BR_50trimmed_T_F3	2.41683048066991e-08	biocide and heavy metal resistance
Mercury (Hg)	kazan5500_2014_03_31_1_L01_23BR_50trimmed_T_F3	7.56668894181044e-09	biocide and heavy metal resistance
Zinc (Zn)	kazan5500_2014_03_31_1_L01_23BR_50trimmed_T_F3	3.79293404974878e-08	biocide and heavy metal resistance
Cadmium (Cd)	kazan5500_2014_03_31_1_L02_60BR_50trimmed_T_F3	3.69081504552246e-08	biocide and heavy metal resistance
Mercury (Hg)	kazan5500_2014_03_31_1_L02_60BR_50trimmed_T_F3	1.03509039703334e-08	biocide and heavy metal resistance
Zinc (Zn)	kazan5500_2014_03_31_1_L02_60BR_50trimmed_T_F3	5.78211601464161e-08	biocide and heavy metal resistance
Mercury (Hg)	Sh_260_20111020_FRAG_BC_Sh_260_F3_258	9.54209456956213e-10	biocide and heavy metal resistance
Mercury (Hg)	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_69	4.62512295149146e-09	biocide and heavy metal resistance
Mercury (Hg)	SRR413566merged	3.1877131801628e-08	biocide and heavy metal resistance
Mercury (Hg)	SRR413594merged	2.16617466448316e-09	biocide and heavy metal resistance
Mercury (Hg)	SRR413610merged	3.09959752659707e-09	biocide and heavy metal resistance
Mercury (Hg)	SRR413767merged	4.70674099640656e-10	biocide and heavy metal resistance
Mercury (Hg)	SRS015794	1.29092197717809e-10	biocide and heavy metal resistance
Cadmium (Cd)	SRS019685	7.60528319539026e-10	biocide and heavy metal resistance
Mercury (Hg)	SRS019685	3.95629398146883e-10	biocide and heavy metal resistance
Cadmium (Cd)	SRS024625	8.07172475025108e-11	biocide and heavy metal resistance
Mercury (Hg)	SRS024625	6.2256902558746e-11	biocide and heavy metal resistance
Mercury (Hg)	SRS054956	1.5117783011916e-09	biocide and heavy metal resistance
Cadmium (Cd)	T1_T16_20140211_FRAG_BC_T1_T16_F3_T10	1.74961069823228e-09	biocide and heavy metal resistance
Mercury (Hg)	T1_T16_20140211_FRAG_BC_T1_T16_F3_T10	5.78300331760892e-10	biocide and heavy metal resistance
Mercury (Hg)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T22	7.73011688130755e-09	biocide and heavy metal resistance
Cadmium (Cd)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T25	9.9998130844479e-10	biocide and heavy metal resistance
Mercury (Hg)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T25	3.2436342636138e-10	biocide and heavy metal resistance
Zinc (Zn)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T25	1.43057171371571e-09	biocide and heavy metal resistance
Mercury (Hg)	Tomsk_2014_02_28_1_L01_15_50trimmed_T_F3	7.36596475708527e-09	biocide and heavy metal resistance
Mercury (Hg)	Tomsk_2014_02_28_1_L02_L03_merg_27_50trimmed_T_F3	1.30856036369607e-07	biocide and heavy metal resistance
Cobalt (Co)	105_117_3_20111028_FRAG_BC_105_117_3_F3_105	1.1820330243166e-08	biocide and heavy metal resistance
Magnesium (Mg)	105_117_3_20111028_FRAG_BC_105_117_3_F3_105	5.69191413679399e-09	biocide and heavy metal resistance
Manganese (Mn)	105_117_3_20111028_FRAG_BC_105_117_3_F3_105	1.52199212025233e-09	biocide and heavy metal resistance
Nickel (Ni)	105_117_3_20111028_FRAG_BC_105_117_3_F3_105	1.019336791412e-08	biocide and heavy metal resistance
Manganese (Mn)	105_117_3_20111028_FRAG_BC_105_117_3_F3_106	1.48858706655864e-08	biocide and heavy metal resistance
Magnesium (Mg)	130_179_2_20120514_FRAG_BC_130_179_2_F3_130	4.72938971439637e-10	biocide and heavy metal resistance
Manganese (Mn)	130_179_2_20120514_FRAG_BC_130_179_2_F3_130	2.84093835614136e-10	biocide and heavy metal resistance
Cobalt (Co)	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_176	2.72876678195462e-08	biocide and heavy metal resistance
Magnesium (Mg)	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_176	1.69788059187392e-08	biocide and heavy metal resistance
Manganese (Mn)	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_176	8.48067230706985e-09	biocide and heavy metal resistance
Nickel (Ni)	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_176	2.42610222301977e-08	biocide and heavy metal resistance
Magnesium (Mg)	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_311	8.87077568803464e-09	biocide and heavy metal resistance
Manganese (Mn)	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_311	3.58650520952975e-09	biocide and heavy metal resistance
Cobalt (Co)	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_316	1.27630311135194e-09	biocide and heavy metal resistance
Magnesium (Mg)	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_316	9.93049173328052e-10	biocide and heavy metal resistance
Manganese (Mn)	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_316	4.43012714524219e-10	biocide and heavy metal resistance
Nickel (Ni)	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_316	9.54216587575645e-10	biocide and heavy metal resistance
Manganese (Mn)	185_210_20111102_FRAG_BC_185_210_F3_185	9.45101052101674e-08	biocide and heavy metal resistance
Cobalt (Co)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_14P	1.26246460525362e-09	biocide and heavy metal resistance
Magnesium (Mg)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_14P	6.71752487346624e-10	biocide and heavy metal resistance
Manganese (Mn)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_14P	4.52186827225026e-10	biocide and heavy metal resistance
Nickel (Ni)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_14P	1.2516837604241e-09	biocide and heavy metal resistance
Manganese (Mn)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_16P	4.57515402002868e-08	biocide and heavy metal resistance
Cobalt (Co)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_38P	2.87284315674443e-09	biocide and heavy metal resistance
Magnesium (Mg)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_38P	1.19200428021333e-09	biocide and heavy metal resistance
Manganese (Mn)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_38P	4.85001856937833e-10	biocide and heavy metal resistance
Nickel (Ni)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_38P	2.41921780987921e-09	biocide and heavy metal resistance
Cobalt (Co)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_45P	4.08816901409787e-08	biocide and heavy metal resistance
Magnesium (Mg)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_45P	2.32055824984421e-08	biocide and heavy metal resistance
Manganese (Mn)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_45P	1.57236908327104e-08	biocide and heavy metal resistance
Nickel (Ni)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_45P	3.55601295925375e-08	biocide and heavy metal resistance
Cobalt (Co)	202_209_20111028_FRAG_BC_202_209_F3_203	3.02206503060438e-09	biocide and heavy metal resistance
Magnesium (Mg)	202_209_20111028_FRAG_BC_202_209_F3_203	2.30285717401431e-09	biocide and heavy metal resistance
Manganese (Mn)	202_209_20111028_FRAG_BC_202_209_F3_203	1.52886153207159e-09	biocide and heavy metal resistance
Nickel (Ni)	202_209_20111028_FRAG_BC_202_209_F3_203	2.72815400524448e-09	biocide and heavy metal resistance
Cobalt (Co)	222_257_20111020_FRAG_BC_222_257_F3_230	3.72240489293684e-09	biocide and heavy metal resistance
Magnesium (Mg)	222_257_20111020_FRAG_BC_222_257_F3_230	2.58187571956031e-09	biocide and heavy metal resistance
Manganese (Mn)	222_257_20111020_FRAG_BC_222_257_F3_230	2.09365075046693e-09	biocide and heavy metal resistance
Nickel (Ni)	222_257_20111020_FRAG_BC_222_257_F3_230	4.05077579602885e-09	biocide and heavy metal resistance
Cobalt (Co)	232_250_20111116_FRAG_BC_232_250_F3_249	3.34840998982416e-09	biocide and heavy metal resistance
Magnesium (Mg)	232_250_20111116_FRAG_BC_232_250_F3_249	1.59664045536381e-09	biocide and heavy metal resistance
Manganese (Mn)	232_250_20111116_FRAG_BC_232_250_F3_249	1.36470232362453e-09	biocide and heavy metal resistance
Cobalt (Co)	261_268_20111115_FRAG_BC_261_268_F3_264	7.22559836298379e-09	biocide and heavy metal resistance
Magnesium (Mg)	261_268_20111115_FRAG_BC_261_268_F3_264	4.38835295920966e-09	biocide and heavy metal resistance
Manganese (Mn)	261_268_20111115_FRAG_BC_261_268_F3_264	2.85516930894165e-09	biocide and heavy metal resistance
Nickel (Ni)	261_268_20111115_FRAG_BC_261_268_F3_264	6.26001426480942e-09	biocide and heavy metal resistance
Manganese (Mn)	280_287_20111115_FRAG_BC_280_287_F3_287	1.60931315421142e-09	biocide and heavy metal resistance
Cobalt (Co)	61_106_20121101_FRAG_BC_61_106_F3_69	2.56941648408122e-08	biocide and heavy metal resistance
Magnesium (Mg)	61_106_20121101_FRAG_BC_61_106_F3_69	1.5251604415139e-08	biocide and heavy metal resistance
Manganese (Mn)	61_106_20121101_FRAG_BC_61_106_F3_69	9.00805764957024e-09	biocide and heavy metal resistance
Manganese (Mn)	61_106_20121101_FRAG_BC_61_106_F3_73	1.14586773125791e-10	biocide and heavy metal resistance
Manganese (Mn)	61_106_20121101_FRAG_BC_61_106_F3_74	1.28904337389828e-09	biocide and heavy metal resistance
Magnesium (Mg)	61_106_20121101_FRAG_BC_61_106_F3_76	2.83701094605138e-07	biocide and heavy metal resistance
Manganese (Mn)	61_106_20121101_FRAG_BC_61_106_F3_76	1.75756801591048e-07	biocide and heavy metal resistance
Manganese (Mn)	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_98	6.81884575341136e-10	biocide and heavy metal resistance
Nickel (Ni)	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_98	2.36616509632409e-09	biocide and heavy metal resistance
Cobalt (Co)	kazan5500_2014_03_31_1_L01_23BR_50trimmed_T_F3	2.42501450538784e-08	biocide and heavy metal resistance
Magnesium (Mg)	kazan5500_2014_03_31_1_L01_23BR_50trimmed_T_F3	1.31681272061428e-08	biocide and heavy metal resistance
Manganese (Mn)	kazan5500_2014_03_31_1_L01_23BR_50trimmed_T_F3	7.36134273922044e-09	biocide and heavy metal resistance
Nickel (Ni)	kazan5500_2014_03_31_1_L01_23BR_50trimmed_T_F3	2.26295953068774e-08	biocide and heavy metal resistance
Cobalt (Co)	kazan5500_2014_03_31_1_L02_48BR_50trimmed_T_F3	1.12769407115728e-09	biocide and heavy metal resistance
Magnesium (Mg)	kazan5500_2014_03_31_1_L02_48BR_50trimmed_T_F3	8.63249230675092e-10	biocide and heavy metal resistance
Manganese (Mn)	kazan5500_2014_03_31_1_L02_48BR_50trimmed_T_F3	1.11042041388588e-09	biocide and heavy metal resistance
Nickel (Ni)	kazan5500_2014_03_31_1_L02_48BR_50trimmed_T_F3	1.09401977138924e-09	biocide and heavy metal resistance
Cobalt (Co)	kazan5500_2014_03_31_1_L02_61BR_50trimmed_T_F3	1.69913709427517e-07	biocide and heavy metal resistance
Magnesium (Mg)	kazan5500_2014_03_31_1_L02_61BR_50trimmed_T_F3	7.56346376224233e-08	biocide and heavy metal resistance
Manganese (Mn)	kazan5500_2014_03_31_1_L02_61BR_50trimmed_T_F3	4.21080620997165e-08	biocide and heavy metal resistance
Nickel (Ni)	kazan5500_2014_03_31_1_L02_61BR_50trimmed_T_F3	1.74698534491359e-07	biocide and heavy metal resistance
Magnesium (Mg)	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_40	1.71088100378121e-07	biocide and heavy metal resistance
Manganese (Mn)	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_40	1.25833816725225e-07	biocide and heavy metal resistance
Manganese (Mn)	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_41	6.88756526250109e-08	biocide and heavy metal resistance
Cobalt (Co)	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_63	2.73765211876668e-08	biocide and heavy metal resistance
Magnesium (Mg)	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_63	1.38803061786889e-08	biocide and heavy metal resistance
Manganese (Mn)	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_63	6.40316427782009e-09	biocide and heavy metal resistance
Nickel (Ni)	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_63	3.00422575088451e-08	biocide and heavy metal resistance
Magnesium (Mg)	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_69	1.42765363337882e-08	biocide and heavy metal resistance
Manganese (Mn)	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_69	1.24659648851206e-08	biocide and heavy metal resistance
Manganese (Mn)	SRR413600merged	2.9259951720283e-09	biocide and heavy metal resistance
Nickel (Ni)	SRR413600merged	6.4960666321359e-09	biocide and heavy metal resistance
Manganese (Mn)	SRR413614merged	5.10891802541296e-10	biocide and heavy metal resistance
Manganese (Mn)	SRR413623merged	4.43541795946012e-10	biocide and heavy metal resistance
Nickel (Ni)	SRR413623merged	1.41457986325588e-09	biocide and heavy metal resistance
Manganese (Mn)	SRR413735merged	9.13212949588089e-10	biocide and heavy metal resistance
Nickel (Ni)	SRR413735merged	2.20335231784082e-09	biocide and heavy metal resistance
Manganese (Mn)	SRR413737merged	9.02688871395582e-09	biocide and heavy metal resistance
Cobalt (Co)	SRS013687	2.96680583277579e-09	biocide and heavy metal resistance
Magnesium (Mg)	SRS013687	2.05559693125698e-09	biocide and heavy metal resistance
Manganese (Mn)	SRS013687	1.23776098599524e-09	biocide and heavy metal resistance
Nickel (Ni)	SRS013687	2.71065921253478e-09	biocide and heavy metal resistance
Manganese (Mn)	SRS015794	8.15241673686225e-11	biocide and heavy metal resistance
Cobalt (Co)	SRS016495	2.70312140896379e-09	biocide and heavy metal resistance
Magnesium (Mg)	SRS016495	1.96790175131834e-09	biocide and heavy metal resistance
Manganese (Mn)	SRS016495	1.1763994014694e-09	biocide and heavy metal resistance
Nickel (Ni)	SRS016495	1.45384992808779e-09	biocide and heavy metal resistance
Cobalt (Co)	SRS018133	1.82355012398919e-10	biocide and heavy metal resistance
Magnesium (Mg)	SRS018133	1.39578633354102e-10	biocide and heavy metal resistance
Manganese (Mn)	SRS018133	1.39578633354102e-10	biocide and heavy metal resistance
Magnesium (Mg)	SRS018656	1.2082863263962e-10	biocide and heavy metal resistance
Nickel (Ni)	SRS018656	1.00320888558317e-09	biocide and heavy metal resistance
Manganese (Mn)	SRS019685	2.55736474477623e-10	biocide and heavy metal resistance
Cobalt (Co)	SRS019968	7.53730742108328e-10	biocide and heavy metal resistance
Magnesium (Mg)	SRS019968	6.4463688544276e-10	biocide and heavy metal resistance
Manganese (Mn)	SRS019968	3.18523515958741e-10	biocide and heavy metal resistance
Nickel (Ni)	SRS019968	6.85804433908961e-10	biocide and heavy metal resistance
Cobalt (Co)	SRS053398	1.22032562636191e-10	biocide and heavy metal resistance
Magnesium (Mg)	SRS053398	5.43399202726523e-11	biocide and heavy metal resistance
Manganese (Mn)	SRS053398	1.06930161647909e-10	biocide and heavy metal resistance
Manganese (Mn)	T1_T16_20140211_FRAG_BC_T1_T16_F3_T4	2.44514304706903e-07	biocide and heavy metal resistance
Magnesium (Mg)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br02	6.22629061208445e-10	biocide and heavy metal resistance
Cobalt (Co)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br04	5.93608143535175e-09	biocide and heavy metal resistance
Magnesium (Mg)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br04	2.17565454842213e-09	biocide and heavy metal resistance
Manganese (Mn)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br04	1.80457612611024e-09	biocide and heavy metal resistance
Nickel (Ni)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br04	4.68031602728425e-09	biocide and heavy metal resistance
Magnesium (Mg)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T18	8.15374490170801e-07	biocide and heavy metal resistance
Manganese (Mn)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T18	5.35732336927241e-07	biocide and heavy metal resistance
Nickel (Ni)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T19	7.20859011413529e-09	biocide and heavy metal resistance
Cobalt (Co)	Tomsk_2014_02_28_1_L01_11_50trimmed_T_F3	5.52553137640896e-09	biocide and heavy metal resistance
Magnesium (Mg)	Tomsk_2014_02_28_1_L01_11_50trimmed_T_F3	1.51287543364726e-09	biocide and heavy metal resistance
Manganese (Mn)	Tomsk_2014_02_28_1_L01_11_50trimmed_T_F3	9.23286179018948e-10	biocide and heavy metal resistance
Nickel (Ni)	Tomsk_2014_02_28_1_L01_11_50trimmed_T_F3	6.79390365260195e-09	biocide and heavy metal resistance
Magnesium (Mg)	Tomsk_2014_02_28_1_L02_L03_merg_30_50trimmed_T_F3	1.17123172405154e-08	biocide and heavy metal resistance
Manganese (Mn)	Tomsk_2014_02_28_1_L02_L03_merg_30_50trimmed_T_F3	7.36346485959691e-09	biocide and heavy metal resistance
Cobalt (Co)	Tomsk_2014_02_28_1_L02_L03_merg_32_50trimmed_T_F3	9.2343854840348e-09	biocide and heavy metal resistance
Magnesium (Mg)	Tomsk_2014_02_28_1_L02_L03_merg_32_50trimmed_T_F3	3.94853648652576e-09	biocide and heavy metal resistance
Manganese (Mn)	Tomsk_2014_02_28_1_L02_L03_merg_32_50trimmed_T_F3	2.85055624706385e-09	biocide and heavy metal resistance
