AB_category	sample	sum_abund	f_groups
Triarylmethane	SRR413629merged	5.21504786065001e-10	biocide and heavy metal resistance
Triarylmethane	SRR413630merged	1.49467153273789e-09	biocide and heavy metal resistance
Triarylmethane	SRR413635merged	3.54208620557481e-08	biocide and heavy metal resistance
Triarylmethane	SRR413636merged	1.16703820194027e-09	biocide and heavy metal resistance
Triarylmethane	SRR413637merged	7.79488119804502e-10	biocide and heavy metal resistance
Triarylmethane	SRR413638merged	9.49644484392864e-10	biocide and heavy metal resistance
Triarylmethane	SRR413639merged	1.01536435627918e-07	biocide and heavy metal resistance
Triarylmethane	SRR413701merged	9.38875590145918e-10	biocide and heavy metal resistance
Triarylmethane	SRR413703merged	2.0794485943296e-09	biocide and heavy metal resistance
Triarylmethane	SRR413705merged	1.91454955043906e-08	biocide and heavy metal resistance
Triarylmethane	SRR413707merged	3.64245941432307e-09	biocide and heavy metal resistance
Triarylmethane	SRR413708merged	3.00550763029596e-08	biocide and heavy metal resistance
Triarylmethane	SRR413709merged	4.21691184577048e-10	biocide and heavy metal resistance
Triarylmethane	SRR413711merged	1.07426708486e-08	biocide and heavy metal resistance
Triarylmethane	SRR413713merged	1.38776953361111e-08	biocide and heavy metal resistance
Triarylmethane	SRR413714merged	1.49855931177244e-09	biocide and heavy metal resistance
Triarylmethane	SRR413716merged	9.71848120864373e-10	biocide and heavy metal resistance
Triarylmethane	SRR413717merged	3.4109429178015e-09	biocide and heavy metal resistance
Triarylmethane	SRR413718merged	1.55624921257774e-08	biocide and heavy metal resistance
Triarylmethane	SRR413719merged	1.33184186833129e-08	biocide and heavy metal resistance
Triarylmethane	SRR413721merged	2.91044402075022e-08	biocide and heavy metal resistance
Triarylmethane	SRR413733merged	8.76273469759109e-08	biocide and heavy metal resistance
Triarylmethane	SRR413734merged	3.364973258177e-08	biocide and heavy metal resistance
Triarylmethane	SRR413735merged	9.56679629185136e-10	biocide and heavy metal resistance
Triarylmethane	SRR413737merged	9.14779639273522e-09	biocide and heavy metal resistance
Triarylmethane	SRR413740merged	4.82609761758694e-09	biocide and heavy metal resistance
Triarylmethane	SRR413743merged	5.25658935170494e-11	biocide and heavy metal resistance
Triarylmethane	SRR413745merged	6.50962548793448e-08	biocide and heavy metal resistance
Triarylmethane	SRR413746merged	3.79675351726751e-08	biocide and heavy metal resistance
Triarylmethane	SRR413747merged	3.03627746467078e-09	biocide and heavy metal resistance
Triarylmethane	SRR413752merged	5.2822148376015e-10	biocide and heavy metal resistance
Triarylmethane	SRR413756merged	5.42371974427612e-07	biocide and heavy metal resistance
Triarylmethane	SRR413757merged	9.42694062434499e-09	biocide and heavy metal resistance
Triarylmethane	SRR413758merged	1.81788202079961e-08	biocide and heavy metal resistance
Triarylmethane	SRR413759merged	1.65101442099958e-07	biocide and heavy metal resistance
Triarylmethane	SRR413760merged	5.92858308883365e-10	biocide and heavy metal resistance
Triarylmethane	SRR413761merged	2.05754317316949e-09	biocide and heavy metal resistance
Triarylmethane	SRR413762merged	6.17024744555367e-10	biocide and heavy metal resistance
Triarylmethane	SRR413765merged	7.7058666301369e-09	biocide and heavy metal resistance
Triarylmethane	SRR413766merged	2.20780673070698e-09	biocide and heavy metal resistance
Triarylmethane	SRR413768merged	4.29936162769241e-09	biocide and heavy metal resistance
Triarylmethane	SRR413769merged	4.86950413982974e-10	biocide and heavy metal resistance
Triarylmethane	SRR413770merged	1.27840254490771e-09	biocide and heavy metal resistance
Triarylmethane	SRR413771merged	8.83830234649226e-08	biocide and heavy metal resistance
Triarylmethane	SRR413772merged	9.73893272560954e-09	biocide and heavy metal resistance
Triarylmethane	SRR413773merged	1.19502698373044e-09	biocide and heavy metal resistance
Triarylmethane	SRS011239	5.78637947331904e-10	biocide and heavy metal resistance
Acridine	SRS011302	6.30318869739774e-11	biocide and heavy metal resistance
Paraquat	SRS011302	3.77190123124094e-11	biocide and heavy metal resistance
Quaternary Ammonium Compounds (QACs)	SRS011302	5.94479993325725e-11	biocide and heavy metal resistance
Tellurium (Te)	SRS011302	5.79916743358434e-11	biocide and heavy metal resistance
Triarylmethane	SRS011302	3.77190123124094e-11	biocide and heavy metal resistance
Paraquat	SRS011586	1.62472669060922e-10	biocide and heavy metal resistance
Triarylmethane	SRS011586	1.50365962834565e-10	biocide and heavy metal resistance
Triarylmethane	SRS012273	7.83073585321146e-09	biocide and heavy metal resistance
Triarylmethane	SRS012902	1.5654871103777e-09	biocide and heavy metal resistance
Triarylmethane	SRS013158	7.97418856345345e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS013215	1.92137298064441e-10	biocide and heavy metal resistance
Triarylmethane	SRS013215	4.4262033534816e-10	biocide and heavy metal resistance
Paraquat	SRS013476	1.18142229052493e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS013476	9.00411105490517e-11	biocide and heavy metal resistance
Triarylmethane	SRS013476	1.0897469419714e-10	biocide and heavy metal resistance
Triarylmethane	SRS013687	2.04750077486272e-09	biocide and heavy metal resistance
Tellurium (Te)	SRS014683	7.28309055997422e-10	biocide and heavy metal resistance
Triarylmethane	SRS014683	1.29344269032816e-09	biocide and heavy metal resistance
Paraquat	SRS015133	5.02806276500758e-11	biocide and heavy metal resistance
Tellurium (Te)	SRS015133	5.02806276500758e-11	biocide and heavy metal resistance
Triarylmethane	SRS015133	1.54324152081094e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS015217	2.12450494047684e-10	biocide and heavy metal resistance
Triarylmethane	SRS015217	2.92975333108449e-10	biocide and heavy metal resistance
Paraquat	SRS015369	2.62330758299989e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS015369	1.38199552491291e-10	biocide and heavy metal resistance
Triarylmethane	SRS015369	2.78299212430192e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS015578	8.88810568499192e-11	biocide and heavy metal resistance
Triarylmethane	SRS015578	1.02770526157985e-10	biocide and heavy metal resistance
Triarylmethane	SRS015663	6.01722824557135e-10	biocide and heavy metal resistance
Triarylmethane	SRS015782	4.46423615420967e-10	biocide and heavy metal resistance
Triarylmethane	SRS016267	2.89083073524658e-10	biocide and heavy metal resistance
Triarylmethane	SRS016495	1.33220209330064e-09	biocide and heavy metal resistance
Triarylmethane	SRS016585	1.31887522942932e-06	biocide and heavy metal resistance
Triarylmethane	SRS017191	6.64469995554025e-09	biocide and heavy metal resistance
Triarylmethane	SRS017521	1.74270183303247e-08	biocide and heavy metal resistance
Tellurium (Te)	SRS019030	5.2310322714926e-10	biocide and heavy metal resistance
Triarylmethane	SRS019030	4.46708953736574e-10	biocide and heavy metal resistance
Acridine	SRS019267	2.54753268697836e-11	biocide and heavy metal resistance
Paraquat	SRS019267	2.54753268697836e-11	biocide and heavy metal resistance
Phenanthridine	SRS019267	5.83441154246421e-08	biocide and heavy metal resistance
Quaternary Ammonium Compounds (QACs)	SRS019267	1.03383029405801e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS019267	2.54753268697836e-11	biocide and heavy metal resistance
Triarylmethane	SRS019267	5.40711393830038e-11	biocide and heavy metal resistance
Triarylmethane	SRS019601	2.53617002016248e-09	biocide and heavy metal resistance
Triarylmethane	SRS019968	6.11810469633465e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS020328	3.61246035724637e-10	biocide and heavy metal resistance
Triarylmethane	SRS020328	9.26196875040523e-10	biocide and heavy metal resistance
Triarylmethane	SRS020869	8.16241530919906e-10	biocide and heavy metal resistance
Acridine	SRS023526	3.06859328842879e-10	biocide and heavy metal resistance
Paraquat	SRS023526	1.32088624309106e-10	biocide and heavy metal resistance
Quaternary Ammonium Compounds (QACs)	SRS023526	3.22616170281956e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS023526	7.36887100963284e-11	biocide and heavy metal resistance
Triarylmethane	SRS023526	1.44615257705818e-10	biocide and heavy metal resistance
Triarylmethane	SRS023583	1.88832464684095e-10	biocide and heavy metal resistance
Triarylmethane	SRS023914	2.88213160675539e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS023971	1.35877828569352e-10	biocide and heavy metal resistance
Triarylmethane	SRS023971	4.78944376066224e-10	biocide and heavy metal resistance
Acridine	SRS024009	9.61158073891591e-11	biocide and heavy metal resistance
Paraquat	SRS024009	3.5975292746793e-11	biocide and heavy metal resistance
Quaternary Ammonium Compounds (QACs)	SRS024009	6.03056259825757e-11	biocide and heavy metal resistance
Tellurium (Te)	SRS024009	9.61158073891591e-11	biocide and heavy metal resistance
Triarylmethane	SRS024009	3.5975292746793e-11	biocide and heavy metal resistance
Triarylmethane	SRS024132	1.11646181299137e-09	biocide and heavy metal resistance
Acridine	SRS024435	3.8597141983342e-11	biocide and heavy metal resistance
Tellurium (Te)	SRS024435	3.8597141983342e-11	biocide and heavy metal resistance
Triarylmethane	SRS024435	7.32195105375051e-11	biocide and heavy metal resistance
Triarylmethane	SRS024549	3.80984893980268e-10	biocide and heavy metal resistance
Acridine	SRS043701	2.91569574994518e-11	biocide and heavy metal resistance
Paraquat	SRS043701	2.91569574994518e-11	biocide and heavy metal resistance
Phenanthridine	SRS043701	4.42620840691603e-08	biocide and heavy metal resistance
Quaternary Ammonium Compounds (QACs)	SRS043701	2.91569574994518e-11	biocide and heavy metal resistance
Tellurium (Te)	SRS043701	2.91569574994518e-11	biocide and heavy metal resistance
Triarylmethane	SRS043701	2.91569574994518e-11	biocide and heavy metal resistance
Paraquat	SRS047044	3.65354646685022e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS047044	3.12313905706386e-10	biocide and heavy metal resistance
Triarylmethane	SRS047044	4.22721483124325e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS049900	4.87732503898364e-11	biocide and heavy metal resistance
Triarylmethane	SRS049900	3.0561501608857e-10	biocide and heavy metal resistance
Triarylmethane	SRS050752	2.45818470651714e-09	biocide and heavy metal resistance
Tellurium (Te)	SRS054590	7.94591420720676e-11	biocide and heavy metal resistance
Triarylmethane	SRS054590	1.43251450905255e-10	biocide and heavy metal resistance
Triarylmethane	SRS054956	1.26780572590193e-09	biocide and heavy metal resistance
Triarylmethane	SRS063985	3.46627068610568e-10	biocide and heavy metal resistance
Triarylmethane	SRS064276	5.00111788402334e-09	biocide and heavy metal resistance
Triarylmethane	SRS077730	8.03672599796223e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS078176	6.45079836585826e-10	biocide and heavy metal resistance
Triarylmethane	SRS078176	1.03884270100162e-09	biocide and heavy metal resistance
Triarylmethane	T1_T16_20140211_FRAG_BC_T1_T16_F3_T10	1.29723680490801e-09	biocide and heavy metal resistance
Triarylmethane	T1_T16_20140211_FRAG_BC_T1_T16_F3_T11	1.40567098134709e-08	biocide and heavy metal resistance
Triarylmethane	T1_T16_20140211_FRAG_BC_T1_T16_F3_T2	1.25801467552024e-09	biocide and heavy metal resistance
Triarylmethane	T1_T16_20140211_FRAG_BC_T1_T16_F3_T3	1.16348864131126e-09	biocide and heavy metal resistance
Triarylmethane	T1_T16_20140211_FRAG_BC_T1_T16_F3_T4	2.97911980208373e-07	biocide and heavy metal resistance
Tellurium (Te)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br04	1.66572287348956e-09	biocide and heavy metal resistance
Triarylmethane	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br04	1.50303005097233e-09	biocide and heavy metal resistance
Triarylmethane	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br05	4.2596881600988e-09	biocide and heavy metal resistance
Triarylmethane	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T18	5.96529970020849e-07	biocide and heavy metal resistance
Triarylmethane	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T19	5.05648522995002e-09	biocide and heavy metal resistance
Triarylmethane	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T22	9.91241290823032e-09	biocide and heavy metal resistance
Triarylmethane	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T24	1.21496822184256e-10	biocide and heavy metal resistance
Triarylmethane	Tomsk_2014_02_28_1_L01_07_50trimmed_T_F3	3.7705795757721e-09	biocide and heavy metal resistance
Triarylmethane	Tomsk_2014_02_28_1_L01_08_50trimmed_T_F3	8.94654982987984e-09	biocide and heavy metal resistance
Triarylmethane	Tomsk_2014_02_28_1_L01_09_50trimmed_T_F3	4.49230047543106e-09	biocide and heavy metal resistance
Triarylmethane	Tomsk_2014_02_28_1_L01_11_50trimmed_T_F3	1.93298887625516e-09	biocide and heavy metal resistance
Triarylmethane	Tomsk_2014_02_28_1_L01_15_50trimmed_T_F3	8.18779956471914e-09	biocide and heavy metal resistance
Triarylmethane	Tomsk_2014_02_28_1_L02_L03_merg_26_50trimmed_T_F3	8.5895084872559e-09	biocide and heavy metal resistance
Triarylmethane	Tomsk_2014_02_28_1_L02_L03_merg_27_50trimmed_T_F3	1.49246048388295e-07	biocide and heavy metal resistance
Triarylmethane	Tomsk_2014_02_28_1_L02_L03_merg_28_50trimmed_T_F3	3.34564268092421e-09	biocide and heavy metal resistance
Triarylmethane	Tomsk_2014_02_28_1_L02_L03_merg_30_50trimmed_T_F3	7.94580193261685e-09	biocide and heavy metal resistance
Paraquat	Tomsk_2014_02_28_1_L02_L03_merg_31_50trimmed_T_F3	3.93679366779676e-10	biocide and heavy metal resistance
Triarylmethane	Tomsk_2014_02_28_1_L02_L03_merg_31_50trimmed_T_F3	2.16558333138862e-10	biocide and heavy metal resistance
Triarylmethane	Tomsk_2014_02_28_1_L02_L03_merg_32_50trimmed_T_F3	2.89453911212458e-09	biocide and heavy metal resistance
Triarylmethane	Tomsk_2014_02_28_1_L02_L03_merg_34_50trimmed_T_F3	1.63008349201159e-09	biocide and heavy metal resistance
Triarylmethane	Tomsk_2014_02_28_1_L02_L03_merg_35_50trimmed_T_F3	1.66140925268908e-09	biocide and heavy metal resistance
Triarylmethane	Tomsk_2014_02_28_1_L02_L03_merg_38_50trimmed_T_F3	1.57496982455031e-09	biocide and heavy metal resistance
Tellurium (Te)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_40P	3.90282123774979e-10	biocide and heavy metal resistance
Tellurium (Te)	kazan5500_2014_03_31_1_L03_32BR_50trimmed_T_F3	3.68082785310786e-10	biocide and heavy metal resistance
Acridine	MH0001_081026	3.23711797733344e-10	biocide and heavy metal resistance
Tellurium (Te)	MH0001_081026	2.34594884025335e-10	biocide and heavy metal resistance
Tellurium (Te)	MH0052_090201	1.18425771244105e-09	biocide and heavy metal resistance
Tellurium (Te)	MH0061_090126	1.53054459157795e-09	biocide and heavy metal resistance
Tellurium (Te)	SRR413597merged	1.89873697620521e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS018133	6.50287378408573e-11	biocide and heavy metal resistance
Tellurium (Te)	SRS018656	1.99147555432391e-10	biocide and heavy metal resistance
Acridine	SRS020233	2.49140142107239e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS020233	1.28812985092782e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS024075	1.39910101613301e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS024331	7.97634220568493e-11	biocide and heavy metal resistance
Acridine	SRS051031	9.09643916016959e-11	biocide and heavy metal resistance
Tellurium (Te)	SRS051031	6.20413193775776e-11	biocide and heavy metal resistance
Acridine	SRS051882	7.71690518283853e-11	biocide and heavy metal resistance
Tellurium (Te)	SRS051882	7.71690518283853e-11	biocide and heavy metal resistance
Tellurium (Te)	SRS056519	6.0950691961813e-11	biocide and heavy metal resistance
Tellurium (Te)	SRS057717	1.84177129588454e-10	biocide and heavy metal resistance
Tellurium (Te)	SRS058723	7.52998755225304e-11	biocide and heavy metal resistance
Tellurium (Te)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T25	1.1824485541023e-10	biocide and heavy metal resistance
Acridine	222_257_20111020_FRAG_BC_222_257_F3_222	1.37289639093882e-10	biocide and heavy metal resistance
Acridine	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_104	6.40705704144343e-10	biocide and heavy metal resistance
Acridine	SRR413575merged	1.29118702019229e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	105_117_3_20111028_FRAG_BC_105_117_3_F3_105	2.94033942451126e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	105_117_3_20111028_FRAG_BC_105_117_3_F3_106	3.34471893469474e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	130_179_2_20120514_FRAG_BC_130_179_2_F3_178	6.85341694585537e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_311	3.1525124407907e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_312	1.26352879919077e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_314	7.07577747370822e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_315	1.39115802953301e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_317	8.73804424288684e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	185_210_20111102_FRAG_BC_185_210_F3_192	2.48894761522335e-10	biocide and heavy metal resistance
Cycloalkane	185_210_20111102_FRAG_BC_185_210_F3_192	4.74622435938575e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	185_210_20111102_FRAG_BC_185_210_F3_193	2.25878182639892e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	185_210_20111102_FRAG_BC_185_210_F3_194	2.39373107564349e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_1P	2.24194604750793e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_38P	6.56004778439777e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_40P	2.26103107363806e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_41P	2.59933500799643e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_43P	1.00633181936938e-09	biocide and heavy metal resistance
Cycloalkane	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_43P	1.14907745428165e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	202_209_20111028_FRAG_BC_202_209_F3_203	2.14946339115858e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	202_209_20111028_FRAG_BC_202_209_F3_204	9.1840555770972e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	202_209_20111028_FRAG_BC_202_209_F3_207	2.02435970990092e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	202_209_20111028_FRAG_BC_202_209_F3_209	1.20577159842334e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	211_251_20111102_FRAG_BC_211_251_F3_214	3.65086504946765e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	222_257_20111020_FRAG_BC_222_257_F3_230	1.22577886456523e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	222_257_20111020_FRAG_BC_222_257_F3_257	5.94625552283603e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	261_268_20111115_FRAG_BC_261_268_F3_261	1.7661544155227e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	261_268_20111115_FRAG_BC_261_268_F3_266	2.13264204185805e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	280_287_20111115_FRAG_BC_280_287_F3_286	1.98345687480078e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	280_287_20111115_FRAG_BC_280_287_F3_287	1.43648746942261e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	61_106_20121101_FRAG_BC_61_106_F3_101	1.05737320905941e-10	biocide and heavy metal resistance
Cycloalkane	61_106_20121101_FRAG_BC_61_106_F3_101	1.05737320905941e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	61_106_20121101_FRAG_BC_61_106_F3_105	1.66227693281921e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	61_106_20121101_FRAG_BC_61_106_F3_61	3.17573850609615e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	61_106_20121101_FRAG_BC_61_106_F3_66	2.59507974707413e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	61_106_20121101_FRAG_BC_61_106_F3_69	4.19438815451666e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	61_106_20121101_FRAG_BC_61_106_F3_72	1.49432990835803e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	61_106_20121101_FRAG_BC_61_106_F3_74	5.80538705985871e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_180	1.594546196522e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_181	5.10205190848699e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_184	3.67332324201072e-10	biocide and heavy metal resistance
Cycloalkane	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_184	3.67332324201072e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_101	9.87691672384941e-11	biocide and heavy metal resistance
Cycloalkane	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_101	1.81309631919233e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_103	2.53932561571287e-10	biocide and heavy metal resistance
Cycloalkane	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_103	3.74110098422373e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_104	8.78146502180969e-11	biocide and heavy metal resistance
Cycloalkane	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_104	8.78146502180969e-11	biocide and heavy metal resistance
Phenolic compounds	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_104	8.78146502180969e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	kazan5500_2014_03_31_1_L01_23BR_50trimmed_T_F3	3.74060980464738e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	kazan5500_2014_03_31_1_L01_24BR_50trimmed_T_F3	1.25585562689685e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	kazan5500_2014_03_31_1_L02_49BR_50trimmed_T_F3	1.71675720268114e-10	biocide and heavy metal resistance
Cycloalkane	kazan5500_2014_03_31_1_L02_49BR_50trimmed_T_F3	3.98795503853109e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	kazan5500_2014_03_31_1_L02_60BR_50trimmed_T_F3	8.10976353903509e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	kazan5500_2014_03_31_1_L02_61BR_50trimmed_T_F3	3.2674754051487e-08	biocide and heavy metal resistance
Aromatic hydrocarbons	kazan5500_2014_03_31_1_L02_64BR_50trimmed_T_F3	4.29190722782422e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	kazan5500_2014_03_31_1_L03_29BR_50trimmed_T_F3	1.09528114637286e-10	biocide and heavy metal resistance
Cycloalkane	kazan5500_2014_03_31_1_L03_29BR_50trimmed_T_F3	1.09528114637286e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	kazan5500_2014_03_31_1_L03_43BR_50trimmed_T_F3	1.84410208854776e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0002_090117	2.67900404949411e-09	biocide and heavy metal resistance
Cycloalkane	MH0002_090117	3.20182869938184e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0003_090107	7.90374216236449e-10	biocide and heavy metal resistance
Cycloalkane	MH0003_090107	7.90374216236449e-10	biocide and heavy metal resistance
Acridine	MH0005_081120	3.49515815065178e-10	biocide and heavy metal resistance
Alkane	MH0005_081120	1.99988304474022e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0005_081120	1.99988304474022e-10	biocide and heavy metal resistance
Cycloalkane	MH0005_081120	1.99988304474022e-10	biocide and heavy metal resistance
Phenolic compounds	MH0005_081120	1.99988304474022e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0012_090120	1.35459997259036e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0013_081120	8.05796027288682e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0014_090120	1.10061528648813e-07	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0019_081119	3.91858126559937e-10	biocide and heavy metal resistance
Cycloalkane	MH0019_081119	5.86844684820317e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0025_090121	2.52225023649872e-08	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0037_090122	1.41546813791979e-09	biocide and heavy metal resistance
Cycloalkane	MH0037_090122	1.41546813791979e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0045_090125	3.0267426104858e-10	biocide and heavy metal resistance
Cycloalkane	MH0045_090125	3.0267426104858e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0047_081223	4.31090685595652e-10	biocide and heavy metal resistance
Cycloalkane	MH0047_081223	7.07925152235309e-10	biocide and heavy metal resistance
Phenolic compounds	MH0047_081223	4.31090685595652e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0054_090125	3.54839487941741e-09	biocide and heavy metal resistance
Cycloalkane	MH0054_090125	5.41789846542975e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0056_090125	5.63051261462431e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0058_090125	9.63876465760866e-10	biocide and heavy metal resistance
Cycloalkane	MH0058_090125	2.18613907072472e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0059_090105	1.64181180043209e-09	biocide and heavy metal resistance
Cycloalkane	MH0059_090105	1.64181180043209e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0061_090126	1.65509950522123e-09	biocide and heavy metal resistance
Cycloalkane	MH0061_090126	2.23824264933383e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0068_090126	5.30558728973693e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0071_090125	3.38214461439604e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0075_090125	5.34479872787938e-10	biocide and heavy metal resistance
Cycloalkane	MH0075_090125	8.26002933737166e-10	biocide and heavy metal resistance
Alkane	MH0079_090130	7.52462569200973e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0079_090130	7.52462569200973e-10	biocide and heavy metal resistance
Cycloalkane	MH0079_090130	7.52462569200973e-10	biocide and heavy metal resistance
Phenolic compounds	MH0079_090130	7.52462569200973e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0082_090130	4.37219073286881e-10	biocide and heavy metal resistance
Cycloalkane	MH0082_090130	4.37219073286881e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	MH0086_090325	3.19142806623679e-09	biocide and heavy metal resistance
Cycloalkane	MH0086_090325	3.82147983708676e-09	biocide and heavy metal resistance
Aromatic hydrocarbons	Sh_260_20111020_FRAG_BC_Sh_260_F3_255	2.87976152168549e-10	biocide and heavy metal resistance
Aromatic hydrocarbons	Sh_260_20111020_FRAG_BC_Sh_260_F3_260	8.18037091833799e-11	biocide and heavy metal resistance
Cycloalkane	Sh_260_20111020_FRAG_BC_Sh_260_F3_260	8.18037091833799e-11	biocide and heavy metal resistance
Aromatic hydrocarbons	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_15	8.9558364780026e-10	biocide and heavy metal resistance
